l1_code,l3_code,l3_name,l3_domain,l3_status,l3_trigger,l3_exit_condition,l4_code,l4_name,l4_deliverable,l4_deliverable_type,l4_accountable_role,l4_accountable_family,l5_step,agentifiability,agent_human_touchpoint,agent_d1_input_struct,agent_d2_rule_clear,agent_d3_output_verify,agent_d4_api_reach,agent_d5_fallback,agent_d6_compliance,agent_score_total,sla_hours,sla_source,version,valid_from,source_notes
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-11,终止后资产回收,《回收清单》,数据表,,,,Aug,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-12,终止后关系维护,《机会池维护记录》,数据表,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
L1-02,L3-IRR,保司绩效评估与续约决策,保司,active,,,L4-IRR-13,多年长约战略绑定,《长约方案》,方案,,,,Hybrid,人工执行：多年长约战略绑定,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-IRR_保司绩效评估与续约决策_V1.1.md
L1-02,L3-JOPD,联合运营项目交付,经代业务,active,,,L4-JOPD-01,项目启动与组织准备,《联合运营项目启动确认单》（含项目团队组建名单、启动会议纪要、组织架构确认书）,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; L1映射:推断; 蓝图:流程蓝图_L3-JOPD_联合运营项目交付_V1.0.md"
L1-02,L3-JOPD,联合运营项目交付,经代业务,active,,,L4-JOPD-02,业务方案与市场分析,《联合运营业务方案与市场分析报告》（含业务目标、合作模式、市场数据、业绩预测）,报告,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; L1映射:推断; 蓝图:流程蓝图_L3-JOPD_联合运营项目交付_V1.0.md"
L1-02,L3-JOPD,联合运营项目交付,经代业务,active,,,L4-JOPD-03,系统与品牌物料就绪,《系统与品牌物料就绪确认包》（系统配置完成确认单、品牌物料包、LMS培训路径配置）,数据表,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; L1映射:推断; 蓝图:流程蓝图_L3-JOPD_联合运营项目交付_V1.0.md"
L1-02,L3-JOPD,联合运营项目交付,经代业务,active,,,L4-JOPD-04,人力资源就绪,《人力资源就绪包》（岗位说明书、关键岗位招聘到岗确认、薪酬结构确认、培训完成声明）,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; L1映射:推断; 蓝图:流程蓝图_L3-JOPD_联合运营项目交付_V1.0.md"
L1-02,L3-JOPD,联合运营项目交付,经代业务,active,,,L4-JOPD-05,知识资产交付,《知识资产交付包》（产品资料、一页通、深度研究报告、资讯营销包、培训PPT清单）,报告,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; L1映射:推断; 蓝图:流程蓝图_L3-JOPD_联合运营项目交付_V1.0.md"
L1-02,L3-KAEC,获取KA资源,KA,active,,,L4-KAEC-01,KA线索接收与信息登记,《KA信息记录》,数据表,,,,Auto,人工执行：KA线索接收与信息登记,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAEC_获取KA资源_V1.1.md
L1-02,L3-KAEC,获取KA资源,KA,active,,,L4-KAEC-02,KA初步筛选与意向确认,《KA初步筛选记录》,数据表,,,,Auto,人工执行：KA初步筛选与意向确认,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAEC_获取KA资源_V1.1.md
L1-02,L3-KAEC,获取KA资源,KA,active,,,L4-KAEC-03,KA移交与跟进分配,《KA分配记录》,数据表,,,,Auto,人工执行：KA移交与跟进分配,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAEC_获取KA资源_V1.1.md
L1-04,L3-KAEM,KA赋能,KA,active,,,L4-KAEM-01,KA培训计划制定与执行,《培训记录》,数据表,,,,Auto,人工执行：KA培训计划制定与执行,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAEM_KA赋能_V1.1.md
L1-04,L3-KAEM,KA赋能,KA,active,,,L4-KAEM-02,提供销售培训,Excel/邮件记录。P1: 批次8确认无标准化模板；系统不行，纯手工操作；培训同行发起多，KA发起少,数据表,,,,Hybrid,人工执行：提供销售培训,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-KAEM_KA赋能_V1.1.md"
L1-04,L3-KAEM,KA赋能,KA,active,,,L4-KAEM-03,KA营销资源支持,RW权益系统数据记录 + Excel台账。P1: 批次8确认核销形式化；系统不行，纯手工；MoMo→马原媛→杜永平口头传递；人手算权益激励金然后修正数据；影响签约/开户/赋能全流程,数据表,,,,Hybrid,人工执行：KA营销资源支持,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-KAEM_KA赋能_V1.1.md"
L1-04,L3-KAEM,KA赋能,KA,active,,,L4-KAEM-04,赋能效果评估与持续跟进,《赋能效果评估》,方案,,,,Hybrid,人工执行：赋能效果评估与持续跟进,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAEM_KA赋能_V1.1.md
L1-03,L3-KAET,KA评估定级,KA,active,,,L4-KAET-01,KA背景信息收集,《KA背景信息表》,数据表,,,,Auto,人工执行：KA背景信息收集,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAET_KA评估定级_V1.1.md
L1-03,L3-KAET,KA评估定级,KA,active,,,L4-KAET-02,KA资质合规核查,《资质核查记录》,数据表,,,,Aug,人工执行：KA资质合规核查,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAET_KA评估定级_V1.1.md
L1-03,L3-KAET,KA评估定级,KA,active,,,L4-KAET-03,KA潜力综合判断,《KA潜力判断记录》,数据表,,,,Hybrid,人工执行：KA潜力综合判断,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAET_KA评估定级_V1.1.md
L1-03,L3-KAET,KA评估定级,KA,active,,,L4-KAET-04,KA评估与分级,Excel模板（待建设）。当前无定级体系，由MoMo根据合规要求和经验判断。流程蓝图V1.1确认无评估标准模板,数据表,,,,Hybrid,人工执行：KA评估与分级,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-KAET_KA评估定级_V1.1.md"
L1-02,L3-KAGA,KA业绩跟踪与运维,KA,active,,,L4-KAGA-01,定期业绩数据收集,Excel报表包（待建设）。当前数据分散在签单系统（个人视角）和MoMo个人大表中。流程蓝图V1.1确认业绩会流于形式,数据表,,,,Auto,人工执行：定期业绩数据收集,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-KAGA-01~03; 蓝图:流程蓝图_L3-KAGA_KA业绩跟踪与运维_V1.1.md"
L1-02,L3-KAGA,KA业绩跟踪与运维,KA,active,,,L4-KAGA-02,业绩复盘与问题诊断,Excel报表包（待建设）。当前数据分散在签单系统（个人视角）和MoMo个人大表中。流程蓝图V1.1确认业绩会流于形式,报告,,,,Hybrid,人工执行：业绩复盘与问题诊断,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-KAGA-01~03; 蓝图:流程蓝图_L3-KAGA_KA业绩跟踪与运维_V1.1.md"
L1-02,L3-KAGA,KA业绩跟踪与运维,KA,active,,,L4-KAGA-03,策略调整与赋能支持,Excel报表包（待建设）。当前数据分散在签单系统（个人视角）和MoMo个人大表中。流程蓝图V1.1确认业绩会流于形式,方案,,,,Hybrid,人工执行：策略调整与赋能支持,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-KAGA-01~03; 蓝图:流程蓝图_L3-KAGA_KA业绩跟踪与运维_V1.1.md"
L1-02,L3-KAGA,KA业绩跟踪与运维,KA,active,,,L4-KAGA-04,KA关系维护与长效运营,《KA运营记录》,数据表,,,,Hybrid,人工执行：KA关系维护与长效运营,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAGA_KA业绩跟踪与运维_V1.1.md
L1-02,L3-KAOE,陪跑与转化,KA,active,,,L4-KAOE-01,陪跑需求分析,《陪跑需求分析报告》,报告,,,,Hybrid,人工执行：陪跑需求分析,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAOE_陪跑与转化_V1.1.md
L1-02,L3-KAOE,陪跑与转化,KA,active,,,L4-KAOE-02,陪跑计划制定,《陪跑计划》,方案,,,,Auto,人工执行：陪跑计划制定,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAOE_陪跑与转化_V1.1.md
L1-02,L3-KAOE,陪跑与转化,KA,active,,,L4-KAOE-03,陪跑执行与跟进,《陪跑执行记录》,数据表,,,,Auto,人工执行：陪跑执行与跟进,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAOE_陪跑与转化_V1.1.md
L1-02,L3-KAOE,陪跑与转化,KA,active,,,L4-KAOE-04,业务跟进与复盘,《首单成交记录》,数据表,,,,Auto,人工执行：业务跟进与复盘,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAOE_陪跑与转化_V1.1.md
L1-02,L3-KAOP,KA上架准备,KA,active,,,L4-KAOP-01,合同签回确认与档案建立,《KA合作档案》,数据表,,,,Auto,人工执行：合同签回确认与档案建立,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAOP_KA上架准备_V1.1.md
L1-02,L3-KAOP,KA上架准备,KA,active,,,L4-KAOP-02,系统配置与权益包激活,《系统配置记录》,数据表,,,,Auto,人工执行：系统配置与权益包激活,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAOP_KA上架准备_V1.1.md
L1-02,L3-KAOP,KA上架准备,KA,active,,,L4-KAOP-03,产品资料包发放确认,《资料发放确认记录》,数据表,,,,Auto,人工执行：产品资料包发放确认,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAOP_KA上架准备_V1.1.md
L1-02,L3-KAOP,KA上架准备,KA,active,,,L4-KAOP-04,上架就绪确认与赋能启动,《KA上架就绪确认》,方案,,,,Auto,人工执行：上架就绪确认与赋能启动,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KAOP_KA上架准备_V1.1.md
L1-03,L3-KASC,KA转介合同起草与签订,KA,active,,,L4-KASC-01,首次培训与资料包发放,PDF签署版法律文件。P1: 批次8确认合同后置根因为内商务岗位缺失；BD画像表需中台主动补全,数据表,,,,Aug,人工执行：首次培训与资料包发放,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-KASC-01~02; 蓝图:流程蓝图_L3-KASC_KA转介合同起草与签订_V1.1.md"
L1-03,L3-KASC,KA转介合同起草与签订,KA,active,,,L4-KASC-02,首单意向跟进与约单,PDF签署版法律文件。P1: 批次8确认合同后置根因为内商务岗位缺失；BD画像表需中台主动补全,数据表,,,,Auto,人工执行：首单意向跟进与约单,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35_range,blueprint; D1范围表达式:L4-KASC-01~02; 蓝图:流程蓝图_L3-KASC_KA转介合同起草与签订_V1.1.md"
L1-03,L3-KASC,KA转介合同起草与签订,KA,active,,,L4-KASC-03,合同模板发送与说明,《合同发送记录》,合同,,,,Auto,人工执行：合同模板发送与说明,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KASC_KA转介合同起草与签订_V1.1.md
L1-03,L3-KASC,KA转介合同起草与签订,KA,active,,,L4-KASC-04,合同签回跟进与归档,《已签合同》,合同,,,,Auto,人工执行：合同签回跟进与归档,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KASC_KA转介合同起草与签订_V1.1.md
L1-05,L3-KPI,战略目标与绩效体系建立流程,设计细分,active,,,L4-KPI-01,公司战略解码与顶层目标确认,《顶层目标说明》,方案,,,,Auto,人工执行：公司战略解码与顶层目标确认,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KPI_战略目标与绩效体系建立流程_V1.0.md
L1-05,L3-KPI,战略目标与绩效体系建立流程,设计细分,active,,,L4-KPI-02,平衡计分卡框架设计,《平衡计分卡框架》,方案,,,,Hybrid,人工执行：平衡计分卡框架设计,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KPI_战略目标与绩效体系建立流程_V1.0.md
L1-05,L3-KPI,战略目标与绩效体系建立流程,设计细分,active,,,L4-KPI-03,KPI指标定义与文档化,《KPI定义文档》,方案,,,,Hybrid,人工执行：KPI指标定义与文档化,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KPI_战略目标与绩效体系建立流程_V1.0.md
L1-05,L3-KPI,战略目标与绩效体系建立流程,设计细分,active,,,L4-KPI-04,目标值设定与校准,《目标值设定文档》,方案,,,,Hybrid,人工执行：目标值设定与校准,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KPI_战略目标与绩效体系建立流程_V1.0.md
L1-05,L3-KPI,战略目标与绩效体系建立流程,设计细分,active,,,L4-KPI-05,部门承诺书签署与确认,《各部门承诺书》,决议,,,,Auto,人工执行：部门承诺书签署与确认,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KPI_战略目标与绩效体系建立流程_V1.0.md
L1-05,L3-KPI,战略目标与绩效体系建立流程,设计细分,active,,,L4-KPI-06,KPI体系系统集成与BI配置,《系统配置规范》,数据表,,,,Auto,,,,,,,,7,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-KPI_战略目标与绩效体系建立流程_V1.0.md
L1-05,L3-MED,市场进入模式设计流程,设计细分,active,,,L4-GTM-01,渠道策略设计,渠道策略方案,方案,,,,Hybrid,人工执行：渠道策略设计,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MED_市场进入模式设计流程_V1.1.md
L1-05,L3-MED,市场进入模式设计流程,设计细分,active,,,L4-GTM-02,合作伙伴策略制定,合作伙伴策略文档,方案,,,,Hybrid,人工执行：合作伙伴策略制定,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MED_市场进入模式设计流程_V1.1.md
L1-05,L3-MED,市场进入模式设计流程,设计细分,active,,,L4-GTM-03,定价与收入模式设计,定价策略文档,方案,,,,Hybrid,人工执行：定价与收入模式设计,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MED_市场进入模式设计流程_V1.1.md
L1-05,L3-MED,市场进入模式设计流程,设计细分,active,,,L4-GTM-04,财务模型与可行性分析,财务预测模型,方案,,,,Hybrid,人工执行：财务模型与可行性分析,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MED_市场进入模式设计流程_V1.1.md
L1-05,L3-MED,市场进入模式设计流程,设计细分,active,,,L4-GTM-05,运营流程设计,业务流程架构图 + 业务模型完整方案（主交付物）,方案,,,,Hybrid,人工执行：运营流程设计,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MED_市场进入模式设计流程_V1.1.md
L1-05,L3-MEI,市场进入策略整合流程,设计细分,active,,,L4-ST-01,策略要素整合,策略要素完整包,方案,,,,Hybrid,人工执行：策略要素整合,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MEI_市场进入策略整合流程_V1.1.md
L1-05,L3-MEI,市场进入策略整合流程,设计细分,active,,,L4-ST-02,策略一致性检验,一致性检验结论,方案,,,,Hybrid,人工执行：策略一致性检验,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MEI_市场进入策略整合流程_V1.1.md
L1-05,L3-MEI,市场进入策略整合流程,设计细分,active,,,L4-ST-03,策略文档定稿与发布,市场进入策略整合文档（主交付物）+ 关键假设清单,数据表,,,,Hybrid,人工执行：策略文档定稿与发布,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MEI_市场进入策略整合流程_V1.1.md
L1-05,L3-MIO,市场洞察与机会识别流程,设计细分,active,,,L4-MA-01,市场调研规划与定性研究,市场调研计划书 + 客户访谈记录与洞察分析,数据表,,,,Hybrid,人工执行：市场调研规划与定性研究,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MIO_市场洞察与机会识别流程_V1.1.md
L1-05,L3-MIO,市场洞察与机会识别流程,设计细分,active,,,L4-MA-02,定量市场验证与竞争扫描,竞争分析报告 + 市场规模验证报告,报告,,,,Auto,,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MIO_市场洞察与机会识别流程_V1.1.md
L1-05,L3-MIO,市场洞察与机会识别流程,设计细分,active,,,L4-MA-03,洞察整合与知识管理,客户旅程图+痛点地图 + 市场深度分析报告（主交付物）+ 知识库更新记录,报告,,,,Hybrid,人工执行：洞察整合与知识管理,,,,,,,3,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-MIO_市场洞察与机会识别流程_V1.1.md
L1-03,L3-NG,商务谈判与合同制定流程,经代业务,active,,,L4-NG-01,合同谈判与审核,《合同终稿》,合同,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-NG_商务谈判与合同制定流程_V1.0.md"
L1-03,L3-NG,商务谈判与合同制定流程,经代业务,active,,,L4-NG-02,合同签署与信息同步,合同/协议文件,合同,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-NG_商务谈判与合同制定流程_V1.0.md"
L1-05,L3-OBC,权益方案目标确认与共识达成,权益,active,,,L4-OBC-01,项目启动与范围确认,《项目启动与范围确认》,方案,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-OBC_权益方案目标确认与共识达成_V1.0.md
L1-05,L3-OBC,权益方案目标确认与共识达成,权益,active,,,L4-OBC-02,设置目标,《设置目标》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-OBC_权益方案目标确认与共识达成_V1.0.md
L1-05,L3-OBC,权益方案目标确认与共识达成,权益,active,,,L4-OBC-03,方案汇报与决策,终版权益规划方案,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-OBC_权益方案目标确认与共识达成_V1.0.md"
L1-05,L3-OBC,权益方案目标确认与共识达成,权益,active,,,L4-OBC-04,方案移交,终版权益规划方案（移交版）,方案,,,,Aug,人工执行：方案移交,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-OBC_权益方案目标确认与共识达成_V1.0.md
L1-04,L3-RCM,风险管理与合规监控,经代业务,active,,,L4-RCM-01,渠道信用评估,《渠道信用评估报告》（含信用等级/风险提示）,报告,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-RCM_风险管理与合规监控_V1.0.md"
L1-04,L3-RCM,风险管理与合规监控,经代业务,active,,,L4-RCM-02,合规审计,《保单审计报告》+《保单财务审计报告》+《抽样保单审计报告终稿》,报告,,,,Aug,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-RCM_风险管理与合规监控_V1.0.md"
L1-05,L3-RPD,权益包设计与发布,权益,active,,,L4-RPD-01,权益包核心构建,权益包使用规则,方案,,,,Hybrid,人工执行：权益包核心构建,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-RPD_权益包设计与发布_V1.0.md
L1-05,L3-RPD,权益包设计与发布,权益,active,,,L4-RPD-02,资源与目标规划,权益包使用规则；服务使用规则,方案,,,,Hybrid,人工执行：资源与目标规划,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-RPD_权益包设计与发布_V1.0.md
L1-05,L3-RPD,权益包设计与发布,权益,active,,,L4-RPD-04,规则细化与完善,服务使用规则,方案,,,,Hybrid,人工执行：规则细化与完善,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-RPD_权益包设计与发布_V1.0.md
L1-05,L3-RPD,权益包设计与发布,权益,active,,,L4-RPD-05,推广营销,权益海报/PPT/宣达文案,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-RPD_权益包设计与发布_V1.0.md"
L1-05,L3-RPD,权益包设计与发布,权益,active,,,L4-RPD-06,系统配置,DIM_Strategy/Config_Strategy_Header/Tiers/Bridge_Strategy_Routing（四张配置表）,数据表,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-RPD_权益包设计与发布_V1.0.md
L1-05,L3-RSD,权益方案框架设计,权益,active,,,L4-RSD-01,权益方案需求分析与框架设计,初版权益规划方案；权益成本测算表；权益测算模型表；权益商务&财务路径图,数据表,,,,Hybrid,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-RSD_权益方案框架设计_V1.0.md"
L1-02,L3-RSJD,经代机构销售业务执行流程,经代业务,active,,,L4-RSJD-01,销售执行与客户管理,销售合规审计报告,方案,,,,Auto,,,,,,,,8,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-RSJD_经代机构销售业务执行流程_V1.0.md"
L1-02,L3-RSJD,经代机构销售业务执行流程,经代业务,active,,,L4-RSJD-02,财务模型测算,销售合规审计报告,数据表,,,,Hybrid,,,,,,,,11,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-RSJD_经代机构销售业务执行流程_V1.0.md"
L1-02,L3-RSJD,经代机构销售业务执行流程,经代业务,active,,,L4-RSJD-03,内部审核与校准,销售合规审计报告,数据表,,,,Hybrid,,,,,,,,8,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-RSJD_经代机构销售业务执行流程_V1.0.md"
L1-02,L3-RSJD,经代机构销售业务执行流程,经代业务,active,,,L4-RSJD-04,方案交付,销售合规审计报告,方案,,,,Auto,,,,,,,,8,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-RSJD_经代机构销售业务执行流程_V1.0.md"
L1-03,L3-SDS,服务相关商务合同起草与签订,权益,active,,,L4-SDS-01,起草合同要点确认,《起草合同要点确认》,合同,,,,Auto,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SDS_服务相关商务合同起草与签订_V1.0.md
L1-03,L3-SDS,服务相关商务合同起草与签订,权益,active,,,L4-SDS-02,签署核对与完成,已签服务协议/RW协议登记表,合同,,,,Auto,,,,,,,,,,,1,2026-07-04,"L3来源:流程库状态监控表V3.5; L4来源:D1_V3.35,blueprint; 蓝图:流程蓝图_L3-SDS_服务相关商务合同起草与签订_V1.0.md"
L1-03,L3-SDS,服务相关商务合同起草与签订,权益,active,,,L4-SDS-03,多方商务谈判,《多方商务谈判纪要》,方案,,,,Hybrid,,,,,,,,,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:blueprint; 蓝图:流程蓝图_L3-SDS_服务相关商务合同起草与签订_V1.0.md
L1-01,L3-SFC,策略可行性评估与沟通流程,设计细分,active,,,L4-SFC-01,可行性评估准备,《可行性报告》,报告,,,,Aug,,2,1,2,1,1,1,8,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:old_dim_process; 蓝图:流程蓝图_L3-SFC_策略可行性评估与沟通流程_V1.0.md; 旧版溯源:L4溯源:原文档溯源:流程库 | L3原编码:L3-PROC-08 | L3修改类型:编码修改 | L3来源:L2流程库+L3流程库+注册表+设计-L5 | V5交付物更新
L1-01,L3-SFC,策略可行性评估与沟通流程,设计细分,active,,,L4-SFC-02,策略评估与优化,《策略评估与优化报告》,报告,,,,Aug,,2,1,2,1,1,1,8,,,1,2026-07-04,L3来源:流程库状态监控表V3.5; L4来源:old_dim_process; 蓝图:流程蓝图_L3-SFC_策略可行性评估与沟通流程_V1.0.md; 旧版溯源:L4溯源:原文档溯源:流程库 | L3原编码:L3-PROC-08 | L3修改类型:编码修改 | L3来源:L2流程库+L3流程库+注册表+设计-L5 | V5交付物更新
